,user_name,user_location,user_description,user_verified,date,text,hashtags,source
1355,Greggs Karanja,Web3,"Mad, ambitious and a dreamer.
#Crypto #NFT Enthusiast🔥🔥🔥",False,2022-03-15 11:18:34,@zenpromoter @MegaverseGame Nice platform♥️♥️ https://t.co/leCebK9mZg,,Twitter Web App
1356,SMOOTH #GLB,"Las Vegas, Nevada ",#RecordingArtist #FutureAccountant #InMyOwnLane #TEAMGOODLIFE Add my YouTube profile: THETCOLEMAN #MAMBAMENTALITY Follow me on IG: T_SMOOTH100,False,2022-03-15 11:18:34,@knightboyyyy Lmaoooo this cougar 😂,,Twitter Web App
1357,E.,+62 she they,北斗💎🖤,False,2022-03-15 11:18:34,Another one  https://t.co/taE3LpuSF2 https://t.co/7wbd3gAYsk,,Twitter for Android
1358,Pickmepicker😭,Republic of the Philippines,bigwinpleeease 😍,False,2022-03-15 11:18:34,"@bunniefied @selenaroyf done all RULESS
manifesting to winnnn 😇
wish me luck ❤
PICK ME PLSSSS 😍 https://t.co/4ubpYMH4GG",,Twitter for Android
1359,fickle,,"Your words up on the wall
as you're prayin for my fall
and the laughter in the halls
and the names that i've been called--
i've stacked it in my mind",False,2022-03-15 11:18:34,"One of these people will fetishize, abuse, and enact much more physical violence against minority women, and that's not going to be the woman.

Both can call the cops, but men are gonna be the ones more likely to kill you directly or deny you things as employees in institutions.",,Twitter Web App
1360,Rajesh biswas,"West Bengal, India","मैं किसान हूँ मुझे भरोसा हैं अपने जूनून पर, मुझे भरोसा है  #श्री_नरेन्द्र_मोदी_पर 
#जय_जवान
#जय_किसान
#जय_गुरु_सत्य",False,2022-03-15 11:18:34,"@Ncebsy2 @_pozzie 👤Follow me
👇
@rajeshbiswas78
🙏
Turn on my 🔔 notifications  
👥follow back only1⃣second ⏲️",,Twitter for Android
1361,opister (∞)☢️,Metaverse,Architect in previous life. NFT addict in current one,False,2022-03-15 11:18:34,@SkiddilyNFT Refreshing my dm 😰,,Twitter for iPhone
1362,Jimin-Park,,𝐁𝐓𝐒 𝐀𝐑𝐌𝐘💜,False,2022-03-15 11:18:34,BTS FAN🇰🇷🇫🇯❤️ https://t.co/1VIwpfOITy,,Twitter for Android
1363,B.Mbiyozo,South Africa,"In a world where you can be anything, I choose  Happiness.   Litha 28/03/2021",False,2022-03-15 11:18:34,@mbalis_bakery 😍😋😊 beautiful https://t.co/2O8dvX4oyD,,Twitter for Android
1364,SAM🇬🇲,Earth,6th President of @jsautg|| @SpikeMedia1 || Psalms 23✨ || Event Host || Radio Presenter ||Model 📸|| #YNWA🔴,False,2022-03-15 11:18:34,@OvoTopmilit They’re already preparing for defeat 😭,,Twitter for iPhone
1365,.,Selective,,False,2022-03-15 11:18:34,@_yeppeoyong Get well soon kaaaak,,Twitter for Android
1366,.,Lost,smoll town girl in a big arcade.,False,2022-03-15 11:18:34,Its March 🥵🥵 https://t.co/wmugTetrbS,,Twitter for Android
1367,Fly Like A Butterfly🍒 🦋 Numero Tokyo,she/her 20+,Exclusively for NCT NCTDream Wavy #Yuta #Doyoung #TeamDoyu 🍒🐰@NCTsmtown_127 #Kep1erMashiro #doyustation,False,2022-03-15 11:18:34,"said to him eat lot of delicious food and take lot of rest

 then 🍒 said fighting study hard then said she will do it 

(how pretty and cute of you😍) https://t.co/WxMsEb4xAk",,Twitter for iPhone
1368,ًAmira,,,False,2022-03-15 11:18:34,@Smart06NFT @KleemNft great project!,,Twitter for iPhone
1369,HotCrossBums,,Just jokes and banter,False,2022-03-15 11:18:34,No cap! https://t.co/GLXTfTMdeE,,Twitter for iPhone
1370,FacesPlacesNYFrankx,"Brooklyn, NY","The world is a good place for all of us.
The beautiful and the damned.",False,2022-03-15 11:18:34,@drantbradley @KeriLeighMerrit Slavery is ugly everywhere.,,Twitter Web App
1371,Me Violo a Osw ♥,Osw's Pants ,#MeVioloaOsw Todas las violadoras de @OswMarilanne estan AQUI! ♥ Siguenos!!,False,2022-03-15 11:18:34,"There is no need to let everyone know the real you,
 or you don't need to keep telling people what kind of person I am. Because it's ineffective, people still only want to see what they want to see.",,Twitter Web App
1372,dola | enha,she | her writing soon,safe place,False,2022-03-15 11:18:34,"@i8pshk hi, sure let's be moots. fb",,Twitter for iPhone
1373,ِ,,,False,2022-03-15 11:18:34,The cock https://t.co/FBcyF4xb60,,Twitter for iPhone
1374,2ndBirth 🇬🇧,,"Born again Christian spreading the Good News (Gospel).
A fisher of men for my Lord and Saviour Jesus Christ.",False,2022-03-15 11:18:34,"@garylfrancione I would say that the developing child at that point doesn't need to be sentient or aware. They are a developing human being, individual from the father and the mother. With their own DNA. You were not a sperm or an egg. You were once a human embryo...",,Twitter Web App
1375,🐈 Dubo,,"Leader of the Glorious #BrotherhoodOfTheWotnot , Saint Patron of the Blessed Wotnot, King Of Wotnots, Guru of the Wotnot, The Sweetestest Boy in Town.",False,2022-03-15 11:18:34,This is a fact. https://t.co/Yl6fW5WrgB,,Twitter for Android
1376,.,"Accra, Ghana",Jah Guide,False,2022-03-15 11:18:34,@WildoutTv @etranzactghana @MOGmusic_ Nice nice 🔥 #NewWineConcert,['NewWineConcert'],Twitter for iPhone
1377,Nzandi Stephenson kato,,"Medic , counselor,  passionate for agriculture.  DM for inquiries.
+256701134490 for any counseling need.",False,2022-03-15 11:18:34,@ImanMoslemChild Those lips can get them to do some good ....,,Twitter for Android
1378,Heart Out,she her,come home to my heart,False,2022-03-15 11:18:34,@lwtsfarawaytat me too oml,,Twitter for Android
1379,🍒 Bismillah Bigwin 🍒,,"Semoga ada rezeki lewat twitter 🤲 #Jihantesti #cutetesti #Laleers
#sobatgarangan #picknavalegit #Ap8testi @Thejenus $UPI",False,2022-03-15 11:18:34,@DJ_GIVEAWAY2 @moonstrikenft Done thank you,,Twitter for Android
1380,Adrian🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Manchester, England","City fan | I like oil 

I'm Pep, I ball with flair",False,2022-03-15 11:18:34,@DJ_GIVEAWAY2 @moonstrikenft Done thank you,,Twitter for Android
1381,CornholioTheThird,,,False,2022-03-15 11:18:34,@frankie_efc Frankie's had a nightmare,,Twitter Web App
1382,Racheal mcm33,,,False,2022-03-15 11:18:34,Go get something sweet accr0on like this  https://t.co/IOgn1pSZN3 https://t.co/aeJCCZ6W9l,,Twitter for Android
1383,David E. Gates,"Portsmouth, UK","Author Writer of horror, short stories, memoirs and travelogues.",False,2022-03-15 11:18:34,@RealDeniseWelch @CHFTNHS It won't stop until people start forcing their way in to see their relatives. There's no justification for it so let them call the police.,,Twitter for iPhone
1384,stevieY,Bonnyrigg and Lasswade,///,False,2022-03-15 11:18:34,Follow @ParamountMedia_ for the chance to win great giveaway prizes  .,,Twitter Web App
1385,SummahSun🐦,Australia,"✨23 | She/Her/They/Them | Leo | Animator/Illustrator ✨ RMIT Masters of Animation Student, a birb and drago lover ✨ #blacklivesmatter ✨ Banner Art by @voxollous✨",False,2022-03-15 11:18:34,"@GalaxyTigress I’m so excited for after omggg TwT thank you sm Kinga means the world, love you so much ❤️",,Twitter for iPhone
1386,J To The R,"Maryland, USA","OEF 1,2,OIF 1,3 combat wounded vet. Christian, conservative, Republican, Straight White Male. Married and not looking for anything.",False,2022-03-15 11:18:34,@newsmax There is not an ounce of honor in that man. He is a P. O.S. always has been,,Twitter for Android
1387,Bowi,Indonesia,tersesat,False,2022-03-15 11:18:34,"52 d of Al-f, need 48 to 100, and 2 May 2022 will be the day.",,Twitter for Android
1388,cookie 🍂,despair,"you're enough 💖
//pfp by @emlvesbenchtrio !",False,2022-03-15 11:18:34,@beestubbo_ heartstopper,,Twitter for Android
1389,Shopoholiclove,,nft game let goooooo!,False,2022-03-15 11:18:34,"#Checkusout #supportshopoholiclove #Supportlocalonlinebusiness 
#femaleclothes #kidsclothing #babyandmothercare #eletronics #phoneaccessories 🤙🤙🤙🤙 Retro Player Car Air Freshener https://t.co/BRJU223QT0 https://t.co/KoizSwi2gY","['Checkusout', 'supportshopoholiclove', 'Supportlocalonlinebusiness', 'femaleclothes', 'kidsclothing', 'babyandmothercare']",SocialRabbit Plugin
1390,Pedro P Laracuente O,Milky Way,Electrical Engineer and biggest Pink Floyd fan ever!!!,False,2022-03-15 11:18:34,@oraciondiaria_ Amen,,Twitter for iPhone
1391,Certified Cracker,Gotham City,Take everything I say seriously.,False,2022-03-15 11:18:34,@Da44zzn You won't be saying this when a Nightwing movie comes out.,,Twitter for Android
1392,IslandGirl,A Tropical Island ! 🇿🇦/🇬🇧,"Dislikes Injustice.
☕ Lover.
My Pets are my ❤beat.
Travel my Passion.
The Sea my Sanctuary.  HR / Event Corporate Mngt. Own views.Tweets not an endorsement",False,2022-03-15 11:18:34,@wolarans I'm so genuinely sorry,,Twitter for Android
1393,Myles Hoenig,,"Retired high school teacher. 
Professor emeritus Smartmouth College.",False,2022-03-15 11:18:34,"@aaronjmate Not seeing the piece, is DN advocating a NFZ or exposing this hypocrisy?",,Twitter Web App
1394,.☁️,UK ☁️,☁️ Nature ☁️ Beauty and taking 📸 Liverpool football club the best team in the world ❤✌,False,2022-03-15 11:18:34,@DaveAC18 Happy Tuesday 🥰,,Twitter for Android
1395,Vikas Tanwar,Gurgaon,"Tech Lover 📱📱
Contest Lover 🥳
Traveller 🚗🏍️
Instagram id :- vik_2912 
(Profile dekhne aaye ho to Follow krke bhi jana 😁)",False,2022-03-15 11:18:34,"@realmeIndia @LakmeFashionWk Realme GT2 series.

#RealmeGT2Series 

#FDCIxLakmeFashionWeek #FDCIxLFW #LFW #5DaysOfFashion
@LakmeFashionWk

@surajwable @Rrv_06 @rajatvik @kbsarfaraz @Rakesh806Rakesh","['RealmeGT2Series', 'FDCIxLakmeFashionWeek', 'FDCIxLFW', 'LFW']",Twitter for Android
1396,NewsJunkie101,,Attorney by day and Attorney by night.,False,2022-03-15 11:18:34,@FrankiesTwoLoud @xiggy89x Hal must have decided after last season ended that the Yankees would not sign any free agents this off season.,,Twitter for iPhone
1397,BombayTimes,"Mumbai, Maharashtra","Get your daily dose of the hottest Bollywood gossip, Glamour, Fashion & Lifestyle. Follow us on https://t.co/9FPzlEaQzd",True,2022-03-15 11:18:34,".@SunnyLeone slams trolls for accusing her of treating her adopted daughter Nisha differently!

https://t.co/0uXnrgcxkF",,Twitter Web App
1398,NFT +,Dm for promotion,•#NFT Promoter• Dm for promotion📩• Let’s see and follow @TheSolDenNFTs,False,2022-03-15 11:18:34,@mehdi_farziiii Retweet my pin new giveaway,,Twitter for iPhone
1399,simp for Isha 🥵,bieber follows ♡,sipping on sunshine ‘‚,False,2022-03-15 11:18:34,oh and SRK+ 👀🔥,,Twitter for Android
1400,FᎪᎢ ᏩᎪNᎠᎪᏞF, Ireland,Some of my tweets are crafted like a sculpture from a block of wood. Others are pumped out like farts.,False,2022-03-15 11:18:34,@meetmeintexas Thank you. Just don't ask how I know it!,,Twitter Web App
1401,dongkytown rules!,dongkytown,black • 20 • jwiiver ROTY! • he/him,False,2022-03-15 11:18:34,@doyumluvbot cmon main rapper era😁 https://t.co/gKdy3BjFYs,,Twitter for Android
1402,SaHipHopLive,South Africa,"Sa-HipHop is a new online platform that delivers new South Africa hip-hop, Entertainment Gist, videos and music content daily to South Africans.",False,2022-03-15 11:18:34,Loxion Deep – Cobra Venom (Bass Mix) https://t.co/TXGp66ApWw,,WordPress.com
1403,yeyeboo✨| Ayomide🧸,Dm for promotions ,Youtuber| SMM| Writer|Creator |😈🦇 |GGMU | 📬dopemide4@gmail.com,False,2022-03-15 11:18:34,@ommie_xo Damn yem 🥺❤️🌹,,Twitter for iPhone
1404,leila ☻ 🔩 #ODDINARY,She/her | filo | ‘03,@Stray_Kids | acc mainly for skz but I also tweet about other groups I stan,False,2022-03-15 11:18:34,"good thing Felix is my bias, leila loyal era 😌 https://t.co/eBxHSIWlah",,Twitter Web App
1405,ƜєℓвƵ 🔰,GlazersOut,Seul et unique fan de @DannyWelbeck | @ManUtd me rend triste | Propagande @Atchouameni & @TariqLamptey,False,2022-03-15 11:18:34,@kroosemiroo Danny Welbeck,,Twitter for iPhone
1406,sofi,"Gran Canaria, Islas Canarias",gen z,False,2022-03-15 11:18:34,pink girlfriend alternative cool boyfriend type of love,,Twitter for iPhone
1407,leon ♡’s shey,17  | they ,i like cats alot ! 🫂 shey #1 fan,False,2022-03-15 11:18:34,@iIoveaix how do i unappear i tweet cringe stuff sometimes,,Twitter for iPhone
1408,Etherium,,,False,2022-03-15 11:18:34,"DC27FA2D :Battle ID
I need backup!
Lvl 120 Grimnir
https://t.co/t2p0bbJLlD",,グランブルー ファンタジー
1409,rui 🧚🏻‍♂️,she/her | idn,bad buddy ep 11 (3/4) living in my head rent free • read carrd byf!,False,2022-03-15 11:18:34,@nanongarlic he’d always take the chance to get pran’s ass fr,,Twitter for iPhone
1410,Care to Change,"Avon, IN","Helping others find purpose in pain. Speaking truth in love, and offering life changing hope. We are here to help and serve you. 317-790-9396.",False,2022-03-15 11:18:34,"What happens when marriage is no longer fun?
Listen here for practical solutions to find that loving feeling again…   https://t.co/zit3jncnUS",,Twitter for iPhone
1411,Celia,,I am nobody in a body of somebody who does not want to be anybody and everybody but me. Lead vocalist at La Salle de Bains.,False,2022-03-15 11:18:34,@iqwan_zarif Short mom hair la,,Twitter for iPhone
1412,Diana🦊💗,,"Mysta main💗
                                 Currently writing: Please, Stay With Us",False,2022-03-15 11:18:34,@G50492905 Lemme kith ur cheek pls🥺💗,,Twitter for Android
1413,zie,,Love collecting things | Near Protocol | Citizen at Paras HQ | $NEAR |,False,2022-03-15 11:18:34,@BMaru_MAD @ParasHQ Love the artstyle 🤩 So cool,,Twitter for Android
1414,SIS_SportsInfo,"Milton Keynes, England","Feed full of SIS racing info and result highlights. 
Looking for the official SIS Ltd Twitter? Follow @SISLtd.",False,2022-03-15 11:18:34,"AUDIO:The minutes are ticking by to the start of the big four days of the jump season, the Festival  @CheltenhamRaces   with the first off at 1.30pm.

Mike Vince is trackside with the very latest- its all live on SIS 
https://t.co/BxNWmOUXkq
#prices #getinvolved #championhurdle",,Twitter Web App
1415,Ahsan Pechuho احسان پیچوھو,"Sohbatpur,Pakistan",Leader of Pechuha Qoomi Ithad | Member of Pakistan Tehreek e Insaaf PB_15 Sohbatpur Balochistan,False,2022-03-15 11:18:34,"Please verified my twitter account 
@verified",,Twitter for Android
1416,Keith Bolling,Somerset,"Now retired DT teacher - half scot half manx - plays at cycling, climbing and orienteering - pretty good at skimming stones....",False,2022-03-15 11:18:34,"@SharneyTeuchter @itreallyisEmma Yeh, that is pretty annoying…never particularly liked his Graceland rhythm stuff😬",,Twitter for iPhone
1417,Chaos Collective 💫,,"OSDD-1b system Collective Prns: They/we DNI: DSMP stans, sxual littles, endogenic systems",False,2022-03-15 11:18:34,AKSBSKSSNSM I ASKED HIM AND HE SAID YES IM GONNA DIE OF HAPPINESS -🗡,,Twitter for iPhone
1418,JC Atkinson,"North East, England","JC Atkinson is the UK's unrivalled manufacturer of greener, environmentally aware coffins and caskets.",False,2022-03-15 11:18:34,"Every English Made Coffin coffin can be personalised with a choice of six coloured linings; Ivory, blue, pink, purple, red or black.

https://t.co/fSjBuqA6Pe

#Coffins #jcatkinson #quality #commitment #innovation https://t.co/w3a5ZsAmNn",,Twitter Web App
1419,Ed, Ashanti Kingdom 💚💛🖤🚀 🌍 ,"Women lie,Men lie Numbers dont. keeping it Moving . .. Looking for the TRUTH Numbers don’t Hide.. Positive vibes & Greatness Only 💯",False,2022-03-15 11:18:34,@monzo hello Monzo Team y’all gotta show me some love on the app today is my birthday 🥳😁,,Twitter for iPhone
1420,🇺🇦Katharina Екатерина كاتوو Zafarani 🍄,Berlin / Kurdistan ,"🫖 Tea-Addict, Bücherwurm und 1/2 Doktorchen „the best charity is done in secret” retweets are ≠ endorsement #WearAMask",False,2022-03-15 11:18:34,"@lu_eder Leggaaa, Moin Doc 😎",,Twitter for iPhone
1421,🌷,Marikina City,"• 🇵🇭 • 19💁‍♀️ • ♊ • HBES (1-6) ➡️ SEHS (7-12) ➡️ EARIST (BSCS💻🖥️)
• IG: meriru29 •",False,2022-03-15 11:18:34,"@ShopeePH Love of my life!! DARARI NA SA SHOPEE #TREASUREKitaShopee #TREASUREonShopeePH
99","['TREASUREKitaShopee', 'TREASUREonShopeePH']",Twitter for Android
1422,Arnold Klein,,"A man after God's own heart, called to service by the grace of God.
Phaneroo 💕",False,2022-03-15 11:18:34,@samueljim_ Thank u so much,,Twitter for Android
1423,Mike Bruemmer,,VP of Experian’s Data Breach Resolution group – we served almost 4000 breaches in 2016. 25 year industry veteran. Use as a resource or speaker. @Experian_DBR,False,2022-03-15 11:18:34,We all need a helping hand at some point. https://t.co/HUyJGyNbXB https://t.co/BLi2W0oezq,,Twitter for iPhone
1424,Володимир Дзюба,Україна,все добре,False,2022-03-15 11:18:34,@UN @UNESCO Bloody Russian aggression continues. The world must combine efforts against Russian missiles and tanks bombing kindergartens and hospitals in Ukraine. Save our lives by closing the sky over Ukraine! #StopWar #Banrussia #StoprussianAggression,,Twitter Web App
1425,りさ♪(Lisa♪)@バラベレン民,,『Help Ever Hurt Never』 🍃2020年6月に藤井風くん(@fujiikaze)の極上の歌とピアノに出会い全力応援中😊風くんのピアノと歌が世界一大好き🎹💗 皆さん素敵なツイートばかりなので、無言いいね多めになってしまっています🙏無言フォロー大歓迎♥️,False,2022-03-15 11:18:34,"@DJFMSURABAYA Selamat malam 🙏
Dj @DJFMSURABAYA ♡ 
Thank you for always having fun broadcasting.❤️‍🔥
Let me request  #FujiiKaze's #MoEhYo today.😊🙏
#JKPop 
#AiSaranghae
#FujiiKaze
#MoEhYo 
https://t.co/fve7IChi1M…より",,Twitter for iPhone
1426,Anna Santos,"Manila, PHL",22 and wandering 🌞,False,2022-03-15 11:18:34,Ha? He doesn't even know what DH means. https://t.co/PNAhzjgv94,,Twitter for iPhone
1427,🦁,"she/her, 25+",genshin AR56 (asia) | haikyuu | minors DNF,False,2022-03-15 11:18:34,NEW EMOJIS…. 🫠🫠🫥🫥🫥🫥🫥,,Twitter for iPhone
1428,Mahi,,😑🌼,False,2022-03-15 11:18:34,"@BluesparrowC @davidgokhshtein @BlueSparrowETH 2022, the year of #BlueSparrow CEX?  And Web 3.0? 
#BlueSparrow,with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse,will be brilliant in 2022
#BlueSparrowtoken
#BlueSparrowCommunity
#bluesparrow
#BluesparrowCEX
#Bluesparrowcharity
#bluebit https://t.co/IFW5UFUK9H
214","['BlueSparrow', 'BlueSparrow']",Twitter for Android
1429,il padrone || yr season 2 filming!,Ravenclaw | 29 | she/her,"alla människor är på låtsas dem är gjorda av metall. men jag tycker om dig, och det är inte inget på låtsas liksom @camus_ben",False,2022-03-15 11:18:34,"happy Ides of March!
please don't stab anyone today. especially in the back🤭",,Twitter for Android
1430,Marsh,,,False,2022-03-15 11:18:34,@rex41e Lmaooo. This is like your evil twin but for xbox,,Twitter for Android
1431,i reply therefore i am,Anywhere that wants me,blah blah blah - random shit more blah                 https://t.co/GgMr5cnew2,False,2022-03-15 11:18:34,@nkayh Yes I remember I was soaking wet and was a little embarrassed when I had to take off and wring out my sodden clothing x x ahh the memories ❤️,,Twitter for iPhone
1432,kuzuryuu gumi updates,your mom’s bedroom,"stfu. no, i don’t have anger problems. (fuyuhiko kuzuryuu bot, replies are manual, run by @shsldespairs)",False,2022-03-15 11:18:34,"found out from makoto's sister that she and her gf ran around a city, blasting monokumas. i wish i was there too so i could blow up a couple of those sons of bitches...",,"Cheap Bots, Done Quick!"
1433,Alcides,,P O D A R G E nouveau compte je tente de raviver la flamme,False,2022-03-15 11:18:34,@VenisaeV Mario cop on the starting-blocks https://t.co/lXH8xitRTq,,Twitter for iPhone
1434,scouse barbie 💞💞💞,"Liverpool, England",hello x,False,2022-03-15 11:18:34,One day I remember I got broken up with by my ex and ended up at someone’s funeral,,Twitter for iPhone
1435,Scott,,,False,2022-03-15 11:18:34,"@RateMySeat @EdConnaughton So bad. No atmosphere, miles from the pitch, Even selling candy floss and buckets of popcorn the sellouts.",,Twitter for Android
1436,jesterhead 💉💉💉,"kiel, germany","on razor's edge between illustration & frontend webdev | 
wading into the world of Scala & Java and excited about it 🤩",False,2022-03-15 11:18:34,@MadameGilflurt Wonderful contrast of materials and textures,,Twitter for Android
1437,nivi,⌕  ᵎᵎ : winter’s sister,"RP | ★ 。 Illusion. Honey-sweet and cinnamon-scented, she embodies the dainty and delicacy of one of ITZY's goddesses, 𝐉𝐮𝐥𝐢𝐚. ♔ (2000)",False,2022-03-15 11:18:34,Helloo! https://t.co/PZiJ2l7ruT,,Twitter for iPhone
1438,kota,"( +63 ) 15 any prns ꩜
bi : mbw ym1kaz . . ! !
꒰ ♡ : somnolentlev ❜❜","≺

ㅤ",False,2022-03-15 11:18:34,i wanns draw her rn but im rlly not that motivated,,Twitter for Android
1439,🇭🇰🚔🇨🇳💪✊🥭,,"Supporting Hong Kong Police, China, Iran, Russia and DPR Korea. Former victim of discriminatory, abusive, unpaid, forced labor IN AMERIKKKA.",False,2022-03-15 11:18:34,@Phoenixwaken @GulnarNorthwest I can't see her time-line either,,Twitter for Android
1440,enthusiast,,trying to discover,False,2022-03-15 11:18:34,"@JioCare I was not using my jio number from last few months ,now am unable to recharge the same number as it's showing its a nonjio number ,but SMs and incoming is active ..please help me out",,Twitter for Android
1441,Mawellie,- She/Her -   HYBE Homes💙💙,"- ARMY / ENGENE / MOA -
 #Enhypen
 #BTS
 #TOMORROW X TOGETHER

       “LET'S BE MOOTS!!”",False,2022-03-15 11:18:34,@sofiluvsenha Don't mind them beshie. Mapapagod din sila,,Twitter for Android
1442,💙💙 Zhang Zhehan & J_Jun💙💙,"Pelaihari, Kalimantan Selatan","Always Keep The Faith

---HaiZhe---YJs & Shanren",False,2022-03-15 11:18:34,"@mandarinfess Love lost in times
Pearl eclipse
Legend of Yunxi
Love in between",,Twitter for Android
1443,VacancyMail.co.zw,"Harare, Zimbabwe ",Apply & Publish Jobs in Zimbabwe For Free,False,2022-03-15 11:18:34,"New Jobs This Week
Visit https://t.co/8Eu7kmJ5kM 
#vacancymail #jobsinzimbabwe #zimbabwejobs #jobs #vacancies #employment #hiring #zimbabwe https://t.co/yNayBbfcYE","['vacancymail', 'jobsinzimbabwe', 'zimbabwejobs', 'jobs', 'vacancies']",Twitter for iPhone
1444,Didit Adya,"Bogor - Jakarta, Indonesia","a dreamer, and slow mover,
Telegram : DiditAdya",False,2022-03-15 11:18:34,"@mochileiro_18 @ModsFouad feel free to share your problem in tele group

https://t.co/EUzWyYdyrr
sorry, but its in indonesian
someone can speak in english too.. thx",,Twitter for Android
1445,🥃badgal_lalisa,,Only hot people stan BLACKPINK :),False,2022-03-15 11:18:34,"@LISANATIONS_ Love her style 

LISA IN ETERNAL CITY
#LalisaRomana",['LalisaRomana'],Twitter for Android
1446,Kelly #IstandwithUkraine🇺🇦,"Buffalo, NY","Lover of all things Buffalo
#Billsmafia
Sabres fan
Black Lives Fucking Matter
Dog-mom
Wildlife Rehab Volunteer
Liberal AF
Doesn't care about follower counts.",False,2022-03-15 11:18:34,@AndreaMcCarren @mullenphoto @AmericasVetDogs @PenFed I refuse to choose just one.,,Twitter for Android
1447,AvocaDOGE | CRYPTIG T07 ⛩,Singapore,"Community Lead @CryptigClub T07⛩ I run collab work for #NFT projects and walk yo girl home after💀 This is the Internet, nothing is real🥶 Don’t @ me🤷‍♂️",False,2022-03-15 11:18:34,@AswangTribe !pray for the 42069th time lmaoooo 👁👁👁👁👁👁👁👁👁👁👁👁👁,,Twitter for iPhone
1448,ESB International,"Dublin, Ireland",An international energy engineering consultancy that have delivered projects in 120 countries globally.,False,2022-03-15 11:18:34,"The team are back again today at the @ISRTConference, visit ESB International at Booth no. 1105. It's great to be able to meet attendees at our first in-person conference in Oman this year. #ISRTC #Sustainability #Engineering #Oman",,Twitter for Advertisers
1449,ALAMUTU adeniyi,Lagos. Nigeria,LIFECOACH | HUMANITARIAN | ENTREPRENEUR.,False,2022-03-15 11:18:34,"Tolu, I bet you are on top of your game.

👌👊✊👍 https://t.co/OuBpZNatCE",,Twitter for Android
1450,electrogeek,MAGAland :( ,excited by boring cars and obsolete technology,False,2022-03-15 11:18:34,@Neondancer I always thought owning an Italian car was an instruction course,,Twitter Web App
1451,🇰🇪Philip St. Patrick🇰🇪,110 Kite,"@ManUtd is bae
January BABY",False,2022-03-15 11:18:34,Well taken goal https://t.co/rc4LZonQX5,,Twitter for Android
1452,EveryNailThing 💅🏾,,You don’t need a KING 👑 to be a QUEEN 👸🏽 #QUEENING,False,2022-03-15 11:18:34,Hey guys ! Go over to IG and follow and support my business ❤️ https://t.co/PKRaicczR6,,Twitter for iPhone
1453,Jim,,Husband - Retired professional & motorcycle racer - Current Sport Rider & Motorsports Enthusiast.,False,2022-03-15 11:18:34,@otisostertag2 It’s rarely found these days👍🏻👍🏻,,Twitter for iPad
1454,Stargazer⁷,Worldwide,世界加油 ! l A Dreamer l Welcome Generation l BTSARMY™ l 💜❤️💚,False,2022-03-15 11:18:34,@bjyxnoa Me too. I love him sm n support him. He is an exemplary artist and a perfect role model. His speech made me so emotional. 😭❤️,,Twitter for Android
1455,Mimons Fahnon,,,False,2022-03-15 11:18:34,@dodo That was really stupid.,,Twitter for iPhone
1456,Ed-Sama l Lunar Kingdom Guild Leader,,Lunar Kingdom Guild Thailand NFT Gamer Guild 👋Guild Master👋 🌈#Doodles #OG🌈 🎮Game Support: #AxieInfinity #Sipher #GOG #Embersword #StarAtlas 🎮,False,2022-03-15 11:18:34,Ayyy So Cute❤️❤️ https://t.co/MudBIMq1XK,,Twitter for iPhone
1457,Sabriye 🇹🇷🇹🇷🇹🇷,"İstanbul, Türkiye","Laborant ve Veteriner Sağlık                 
        https://t.co/K5RkENEdeI",False,2022-03-15 11:18:34,@MMM3Mahoni Amin 😊🙏🏻,,Twitter for Android
1458,Her MajestyNhla🇿🇦,South Africa,"patriotic, south Africa for south Africans first.",False,2022-03-15 11:18:34,"@Lebron777Shaun @_kamobello @PrinceNtuli7 Hai maybe planet Mars, Chris excel always talks shit about women and y'all laugh about it. Everyday a woman is insulated on social media even walking down the street with men on a corner is a mission for us women. Maybe you are ignorant",,Twitter for Android
1459,oh…👒･ﾟ,S!her 18 Black ⁷,borahoe🍀🍃🐢🐛🍏,False,2022-03-15 11:18:34,And the way the hate puts no dent on their level of success everyday makes me so happy,,Twitter for iPhone
1460,Nathan Ratley,,,False,2022-03-15 11:18:34,@haveigotnews I thought Putin had killed COVID?,,Twitter for iPhone
1461,ShelliClub,,"Created just for fun 10,000 unique. 
1036 Minted
https://t.co/iX79ZDvG0c
MINT Free click https://t.co/qZfUTViAgS 
400 Matic Giveaway 
2 winners
Only Our NFT holder",False,2022-03-15 11:18:34,"1036/10000 Shelli Club minted Go on!🚀 It's a free mint project means you can only pay a ridicolous gas fees (polygon) https://t.co/b0UknvlzNK via  @opensea
 #NFTs #NFT #NFTdrop #NFTCommunity #MATIC #NFTGiveaway #PolygonNFT   #nftcollectors #nftcollector https://t.co/qgG7FsrJ8R",,Twitter Web App
1462,Isabel,"Scotland, United Kingdom","23, she/her. Big fan of glitter, art, sheep, Animal Crossing, human rights, & social equality. Chronically ill and chronically badass. Tha Gàidhlig agam.",False,2022-03-15 11:18:34,"“That’s enough. I know it’s stressful - I’m stressed too, I don’t bite you!” - my mother to Jasper, our cat #ChatsWithChristine",['ChatsWithChristine'],Twitter for iPhone
1463,Real Husband of Marondera🇿🇼,Zimbabwe,🔞,False,2022-03-15 11:18:34,@GREAT_TALL_ALLI Just started watching it now,,Twitter for Android
